timestamp,cpu_percent,memory_percent,swap_percent,disk_usage_percent,disk_read_bytes_delta,disk_write_bytes_delta,disk_read_count_delta,disk_write_count_delta,bytes_sent_delta,bytes_recv_delta,packets_sent_delta,packets_recv_delta,process_count,new_processes,new_unique_processes,tcp_total,tcp_established,tcp_time_wait,tcp_close_wait,tcp_listen,hour,weekday
2026-08-02 17:19:30,7.8,75.8,2.1,22.3,81920,675840,3,49,73513,4007,36,45,204,0,0,49,23,1,1,24,17,6
2026-08-02 17:19:35,10.0,75.7,2.1,22.3,851968,356352,13,43,194121,94184,147,151,204,0,0,49,23,1,1,24,17,6
2026-08-02 17:19:40,8.2,76.4,2.1,22.3,77824,192512,3,11,117911,44230,92,101,204,0,0,49,23,1,1,24,17,6
2026-08-02 17:19:45,3.8,76.3,2.1,22.3,98304,176128,2,20,88202,17441,45,67,204,0,0,49,23,1,1,24,17,6
2026-08-02 17:19:50,3.6,75.9,2.1,22.3,147456,561152,4,47,7596,3829,10,21,204,0,0,49,22,2,1,24,17,6
2026-08-02 17:19:55,4.3,75.8,2.1,22.3,16384,122880,1,10,14785,675,6,7,204,0,0,49,22,2,1,24,17,6
2026-08-02 17:20:00,3.4,75.8,2.1,22.3,16384,155648,1,14,27523,6666,15,27,204,0,0,49,22,2,1,24,17,6
2026-08-02 17:20:05,3.5,76.0,2.1,22.3,4096,258048,1,20,49085,5942,24,36,204,0,0,49,22,2,1,24,17,6
2026-08-02 17:20:10,3.5,75.8,2.1,22.3,0,143360,0,17,23524,2353,14,20,204,0,0,48,21,2,1,24,17,6
2026-08-02 17:20:15,4.1,75.8,2.1,22.3,53248,307200,13,36,3841,675,6,7,204,0,0,48,21,2,1,24,17,6
2026-08-02 17:20:20,3.6,75.7,2.1,22.3,0,315392,0,13,3642,481,4,5,204,0,0,48,21,2,1,24,17,6
2026-08-02 17:20:25,3.1,75.8,2.1,22.3,0,45056,0,7,3715,641,5,7,204,0,0,48,20,3,1,24,17,6
2026-08-02 17:20:30,3.9,75.8,2.1,22.3,0,372736,0,40,7548,1004,10,10,204,0,0,47,19,3,1,24,17,6
2026-08-02 17:20:35,3.2,75.8,2.1,22.3,315392,315392,17,32,34967,5527,20,31,205,1,1,47,19,3,1,24,17,6
2026-08-02 17:20:40,3.6,75.7,2.1,22.3,0,139264,0,10,4039,1374,8,9,205,0,0,47,19,3,1,24,17,6
2026-08-02 17:20:45,3.9,75.9,2.1,22.3,884736,2936832,4,29,17054,15019,27,27,205,0,0,48,20,3,0,24,17,6
2026-08-02 17:20:51,3.7,75.4,2.1,22.3,3269120,3793408,112,221,3633,321,4,3,204,0,0,48,20,3,0,24,17,6
2026-08-02 17:20:56,3.2,75.5,2.1,22.3,0,188416,0,20,15239,884,7,10,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:01,3.8,75.5,2.1,22.3,0,16384,0,4,8238,3078,12,9,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:06,3.5,75.7,2.1,22.3,327680,368640,10,46,12000,641,7,7,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:11,4.0,75.5,2.1,22.3,0,565248,0,88,14343,2179,13,17,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:16,3.1,75.6,2.1,22.3,0,102400,0,7,3691,510,4,5,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:21,4.2,74.8,2.1,22.3,0,2297856,0,19,3567,395,3,4,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:26,6.8,75.5,2.1,22.3,212992,184320,9,10,3792,569,5,5,204,0,0,47,20,2,0,24,17,6
2026-08-02 17:21:31,7.7,76.2,2.1,22.3,3372544,237568,155,29,13621,12455,24,28,205,1,1,48,21,2,0,24,17,6
2026-08-02 17:21:36,9.2,76.5,2.1,22.3,196608,487424,9,31,21350,19553,46,53,204,0,0,51,24,2,0,24,17,6
2026-08-02 17:21:41,6.2,75.8,2.1,22.3,163840,753664,8,64,29466,7848,31,40,204,0,0,49,23,2,0,24,17,6
2026-08-02 17:21:46,6.3,75.4,2.1,22.3,720896,839680,27,81,6956,488,4,5,204,0,0,48,22,1,0,24,17,6
2026-08-02 17:21:51,5.1,75.0,2.1,22.3,279552,258048,16,11,10476,9398,22,27,204,0,0,48,22,2,0,24,17,6
2026-08-02 17:21:56,7.6,75.4,2.0,22.3,3339264,700416,168,59,9173,12595,25,32,204,0,0,48,22,2,0,24,17,6
2026-08-02 17:22:01,6.0,75.3,2.0,22.3,253952,434176,8,53,9452,716,6,7,205,1,0,48,22,2,0,24,17,6
2026-08-02 17:22:06,6.7,75.3,2.0,22.3,131072,40960,6,10,3568,395,3,4,205,0,0,48,22,2,0,24,17,6
2026-08-02 17:22:11,8.6,76.4,2.0,22.3,20480,647168,2,58,117850,24946,79,88,205,0,0,50,24,2,0,24,17,6
2026-08-02 17:22:16,9.2,76.1,2.0,22.3,3571712,8744960,204,631,163545,117277,134,180,205,0,0,50,24,2,0,24,17,6
2026-08-02 17:22:21,13.6,76.2,2.0,22.3,16384,442368,1,17,85447,40003,63,84,205,0,0,50,24,2,0,24,17,6
2026-08-02 17:22:26,12.7,76.5,2.0,22.3,0,114688,0,10,60855,94643,89,117,205,0,0,48,23,1,0,24,17,6
2026-08-02 17:22:31,5.6,76.3,2.0,22.3,32768,483328,2,33,102554,23009,66,83,205,0,0,48,23,1,0,24,17,6
2026-08-02 17:22:36,6.1,76.0,2.0,22.3,0,389120,0,43,4242,1761,10,10,205,0,0,49,23,1,0,24,17,6
2026-08-02 17:22:41,6.4,76.0,2.0,22.3,16384,434176,1,46,21536,8981,21,20,205,0,0,48,23,1,0,24,17,6
2026-08-02 17:22:46,7.1,76.3,2.0,22.3,4096,196608,1,10,47180,6240,22,40,205,0,0,48,23,1,0,24,17,6
2026-08-02 17:22:51,4.2,76.2,2.0,22.3,0,118784,0,20,3607,1109,4,5,204,0,0,48,23,1,0,24,17,6
2026-08-02 17:22:56,6.0,76.2,2.0,22.3,0,241664,0,12,6553,590,6,6,204,0,0,48,23,1,0,24,17,6
2026-08-02 17:23:01,6.8,76.1,2.0,22.3,0,122880,0,12,30917,5136,17,30,203,0,0,48,23,1,0,24,17,6
2026-08-02 17:23:06,6.6,76.3,2.0,22.3,32768,225280,1,19,3643,484,4,5,203,0,0,48,23,1,0,24,17,6
2026-08-02 17:23:11,5.0,76.5,2.0,22.3,0,249856,0,30,31835,33663,44,66,203,0,0,50,25,1,0,24,17,6
2026-08-02 17:23:16,5.4,76.2,2.0,22.3,16384,249856,1,26,35756,3406,20,33,203,0,0,49,23,2,0,24,17,6
2026-08-02 17:23:21,3.2,75.5,2.0,22.3,16384,589824,1,46,3939,3564,8,15,203,0,0,49,23,2,0,24,17,6
2026-08-02 17:23:26,4.1,74.9,2.0,22.3,16384,221184,1,12,3533,324,3,3,203,0,0,49,23,2,0,24,17,6
2026-08-02 17:23:31,6.6,75.5,2.0,22.3,65536,315392,1,24,6877,474,3,5,203,0,0,49,23,2,0,24,17,6
2026-08-02 17:23:36,6.1,75.2,2.0,22.3,0,188416,0,8,6031,607,9,6,203,0,0,51,24,2,0,24,17,6
2026-08-02 17:23:41,10.4,75.7,2.1,22.3,520192,8998912,14,129,158766,156099,258,293,202,0,0,65,38,2,0,24,17,6
2026-08-02 17:23:46,8.4,75.8,2.1,22.3,180224,1024000,10,85,156896,95801,173,221,203,1,0,64,39,1,0,24,17,6
2026-08-02 17:23:51,9.2,76.1,2.1,22.3,172032,1101824,9,83,144477,59693,154,165,203,0,0,66,37,1,4,24,17,6
2026-08-02 17:23:56,8.4,74.8,2.1,22.3,204800,1511424,13,165,31692,52182,74,95,200,0,0,67,35,2,6,24,17,6
2026-08-02 17:24:01,11.0,58.2,2.1,22.3,692224,2437120,27,148,50404,94018,93,123,183,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:06,6.2,57.8,2.1,22.3,1306624,487424,43,46,16229,47221,39,48,183,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:11,4.5,57.5,2.1,22.3,114688,860160,4,74,10855,69230,61,71,183,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:16,3.3,56.9,2.1,22.3,638976,16384,10,4,5693,72876,48,65,182,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:21,5.9,56.3,2.1,22.3,192512,344064,4,33,34908,30904,41,55,182,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:26,3.8,56.3,2.1,22.3,192512,94208,3,5,15982,41677,37,49,182,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:31,6.9,56.6,2.1,22.3,368640,512000,8,64,9541,106822,75,92,182,0,0,64,33,3,6,22,17,6
2026-08-02 17:24:37,3.9,56.5,2.1,22.3,0,114688,0,8,8917,81021,60,78,182,0,0,64,32,3,7,22,17,6
2026-08-02 17:24:42,5.5,55.8,2.1,22.3,4096,229376,1,22,10486,84941,74,82,182,0,0,63,28,5,8,22,17,6
2026-08-02 17:24:47,6.2,56.0,2.1,22.3,1126912,622592,28,123,102453,66644,84,104,181,0,0,63,24,8,9,22,17,6
2026-08-02 17:24:52,8.3,56.7,2.1,22.3,237568,524288,7,39,137299,136306,150,223,181,1,0,55,22,8,3,22,17,6
2026-08-02 17:24:57,8.8,58.8,2.1,22.3,0,1228800,0,21,35818,85917,64,94,181,0,0,56,22,8,2,22,17,6
2026-08-02 17:25:02,8.1,60.0,2.1,22.3,163840,901120,12,65,153126,150106,223,251,182,1,0,64,34,8,0,22,17,6
2026-08-02 17:25:07,4.5,60.0,2.1,22.3,950272,3039232,7,148,148397,188765,211,255,182,0,0,64,34,8,0,22,17,6
2026-08-02 17:25:12,8.2,57.9,2.1,22.3,1036800,2899968,32,96,98432,258414,194,259,182,0,0,64,31,8,3,22,17,6
2026-08-02 17:25:17,4.9,58.1,2.1,22.3,147456,925696,5,50,43115,121798,80,114,182,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:22,4.6,57.4,2.1,22.3,0,401408,0,59,41109,10777,28,39,182,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:27,3.2,57.1,2.1,22.3,0,143360,0,12,0,0,0,0,182,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:32,4.3,57.0,2.1,22.3,16384,679936,1,25,32728,5661,23,30,181,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:37,3.3,56.9,2.1,22.3,65536,921600,1,82,4615,2767,17,20,181,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:42,3.8,56.7,2.1,22.3,0,655360,0,22,2535,5513,9,9,181,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:47,3.3,56.6,2.1,22.3,0,389120,0,10,2664,6620,11,15,181,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:52,4.0,56.6,2.1,22.3,0,184320,0,37,43252,10516,38,38,181,0,0,63,31,7,3,22,17,6
2026-08-02 17:25:57,3.4,56.5,2.1,22.3,0,180224,0,7,24082,8039,28,36,181,0,0,62,31,6,3,22,17,6
2026-08-02 17:26:02,5.4,56.9,2.1,22.3,0,167936,0,18,14325,8065,21,27,181,0,0,59,29,5,3,22,17,6
2026-08-02 17:26:07,4.1,56.9,2.1,22.3,0,241664,0,27,4952,12744,27,35,181,0,0,57,23,5,7,22,17,6
2026-08-02 17:26:12,3.7,56.7,2.1,22.3,114688,512000,1,40,4207,11393,17,25,181,0,0,57,22,6,7,22,17,6
2026-08-02 17:26:17,3.6,56.6,2.1,22.3,20480,241664,2,13,19868,10939,29,34,181,0,0,56,21,6,7,22,17,6
2026-08-02 17:26:22,6.4,57.2,2.1,22.3,0,94208,0,5,88465,24768,64,75,181,0,0,55,20,6,7,22,17,6
2026-08-02 17:26:27,8.0,57.3,2.1,22.3,0,245760,0,35,109596,90740,113,135,181,0,0,56,22,6,6,22,17,6
2026-08-02 17:26:32,9.7,57.3,2.1,22.3,0,184320,0,10,126707,35769,81,108,181,0,0,56,22,6,6,22,17,6
2026-08-02 17:26:37,4.3,57.3,2.1,22.3,0,520192,0,53,174085,48412,107,114,181,0,0,56,22,6,6,22,17,6
2026-08-02 17:26:42,3.8,57.3,2.1,22.3,0,212992,0,33,704,3465,9,9,181,0,0,54,21,4,7,22,17,6
2026-08-02 17:26:47,4.3,57.2,2.1,22.3,65536,208896,2,12,10620,987,3,5,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:26:52,4.9,57.3,2.1,22.3,16384,180224,1,12,35436,5808,19,39,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:26:57,3.3,57.4,2.1,22.3,0,126976,0,14,2753,4144,12,16,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:27:02,4.5,57.2,2.1,22.3,69632,307200,5,20,60208,8496,25,51,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:27:07,7.6,57.9,2.1,22.3,98304,483328,2,40,113465,21755,78,81,181,0,0,52,22,1,7,22,17,6
2026-08-02 17:27:12,9.1,57.9,2.1,22.3,16384,352256,1,29,86727,29750,55,83,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:27:17,9.2,57.5,2.1,22.3,192512,274432,6,30,136435,87816,114,126,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:27:22,9.7,57.9,2.1,22.3,470528,98304,8,7,94314,30424,68,78,181,0,0,51,21,1,7,22,17,6
2026-08-02 17:27:27,6.0,57.8,2.1,22.3,0,258048,0,7,74147,19589,54,72,181,0,0,49,21,1,5,22,17,6
2026-08-02 17:27:32,4.5,57.7,2.1,22.3,0,172032,0,19,308,258,4,3,181,0,0,48,20,1,5,22,17,6
2026-08-02 17:27:37,5.5,57.8,2.1,22.3,0,360448,0,37,24855,2395,14,22,181,0,0,46,20,1,3,22,17,6
2026-08-02 17:27:42,8.0,58.0,2.1,22.3,238592,512000,18,42,20658,3834,7,20,181,0,0,46,20,1,3,22,17,6
2026-08-02 17:27:47,4.2,58.0,2.1,22.3,0,118784,0,26,38559,8215,32,36,181,0,0,44,19,1,2,22,17,6
2026-08-02 17:27:52,3.9,57.7,2.1,22.3,319488,290816,6,16,26195,13866,28,43,181,0,0,37,12,1,2,22,17,6
2026-08-02 17:27:57,4.6,57.5,2.1,22.3,245760,204800,4,10,2781,2078,11,14,181,0,0,34,9,1,2,22,17,6
2026-08-02 17:28:02,4.1,57.5,2.1,22.3,0,40960,0,9,29785,9242,20,32,181,0,0,34,9,1,2,22,17,6
2026-08-02 17:28:07,5.9,57.2,2.1,22.3,8192,360448,2,35,4003,6087,16,15,181,0,0,34,9,1,2,22,17,6
2026-08-02 17:28:12,3.6,57.0,2.1,22.3,4096,241664,1,21,38711,13914,33,44,181,0,0,33,9,0,2,22,17,6
2026-08-02 17:28:17,3.3,56.7,2.1,22.3,0,114688,0,8,4435,9187,14,18,181,0,0,33,9,0,2,22,17,6
2026-08-02 17:28:22,5.6,57.1,2.1,22.3,28672,200704,2,19,99905,54362,83,94,181,0,0,31,9,0,0,22,17,6
2026-08-02 17:28:27,8.9,57.5,2.1,22.3,851968,163840,16,9,71191,48607,74,79,181,0,0,31,9,0,0,22,17,6
2026-08-02 17:28:32,8.6,57.8,2.1,22.3,40960,249856,3,10,119971,29040,79,100,182,1,0,31,9,0,0,22,17,6
2026-08-02 17:28:38,4.2,57.9,2.1,22.3,59904,233472,6,35,122057,45426,93,109,182,0,0,31,9,0,0,22,17,6
2026-08-02 17:28:43,4.9,57.9,2.1,22.3,81920,667648,2,61,47646,4903,18,33,182,0,0,31,9,0,0,22,17,6
2026-08-02 17:28:48,5.4,57.8,2.1,22.3,0,172032,0,10,10730,2241,5,11,182,0,0,31,9,0,0,22,17,6
2026-08-02 17:28:53,5.5,58.0,2.1,22.3,0,208896,0,24,222,246,3,3,182,0,0,30,8,0,0,22,17,6
2026-08-02 17:28:58,6.3,57.9,2.1,22.3,81920,237568,2,15,29367,4198,16,23,182,0,0,30,7,1,0,22,17,6
2026-08-02 17:29:03,6.1,57.8,2.1,22.3,20480,143360,2,10,42931,6927,13,33,182,0,0,30,7,1,0,22,17,6
2026-08-02 17:29:08,6.6,57.8,2.1,22.3,0,237568,0,30,149,777,2,2,182,0,0,30,7,1,0,22,17,6
2026-08-02 17:29:13,5.9,57.9,2.1,22.3,0,270336,0,19,0,0,0,0,182,0,0,30,7,1,0,22,17,6
2026-08-02 17:29:18,12.5,59.1,2.1,22.3,24049152,1961984,963,84,18210,42210,74,66,185,3,1,35,11,1,0,22,17,6
2026-08-02 17:29:23,42.6,73.2,2.0,22.3,245200896,10686464,868,441,46512,181100,189,224,198,13,4,41,17,1,0,22,17,6
2026-08-02 17:29:28,24.1,76.7,2.0,22.3,237184512,5095424,412,355,2405026,294150,960,1426,199,1,0,60,34,1,0,23,17,6
2026-08-02 17:29:33,8.8,77.0,2.0,22.3,6216192,2011136,288,154,1188934,144921,487,703,199,0,0,61,34,3,1,23,17,6
2026-08-02 17:29:38,5.5,76.5,2.0,22.3,770560,2097152,32,131,83518,69086,117,141,199,0,0,62,35,3,1,23,17,6
2026-08-02 17:29:43,8.9,77.2,2.0,22.3,714752,1216512,25,112,109602,53345,127,150,199,0,0,63,36,3,1,23,17,6
2026-08-02 17:29:48,7.9,76.9,2.0,22.3,623616,733184,27,64,21293,7002,19,24,199,0,0,63,36,3,1,23,17,6
2026-08-02 17:29:53,6.9,71.8,2.0,22.3,929792,888832,33,47,44916,12172,39,51,201,2,1,62,35,3,1,23,17,6
2026-08-02 17:29:58,4.8,71.6,2.0,22.3,117248,376832,6,37,26634,8202,30,30,201,0,0,61,33,3,1,23,17,6
2026-08-02 17:30:03,3.7,71.4,2.0,22.3,2268672,507904,163,37,36854,5934,25,30,201,0,0,61,33,3,1,23,17,6
2026-08-02 17:30:08,4.2,71.4,2.0,22.3,4612608,2482176,74,37,3829,497,8,5,200,1,1,61,33,3,1,23,17,6
2026-08-02 17:30:13,7.9,71.2,2.0,22.3,385024,1634304,17,59,17714,20710,48,56,200,0,0,61,33,3,1,23,17,6
2026-08-02 17:30:18,7.9,72.2,2.0,22.3,94208,688128,3,52,112122,19816,77,89,200,0,0,61,33,3,1,23,17,6
2026-08-02 17:30:23,10.0,71.9,2.0,22.3,0,1662976,0,72,150821,112052,170,181,200,0,0,60,32,3,1,23,17,6
2026-08-02 17:30:28,8.6,71.4,2.0,22.3,81920,368640,3,38,76645,45447,85,107,200,0,0,62,33,4,1,23,17,6
2026-08-02 17:30:33,8.5,71.2,2.0,22.3,290816,507904,9,39,34503,30017,47,63,200,0,0,62,33,4,1,23,17,6
2026-08-02 17:30:38,8.8,70.9,2.0,22.3,16384,110592,1,15,25755,10467,22,40,200,0,0,62,31,4,2,23,17,6
2026-08-02 17:30:43,7.6,70.7,2.0,22.3,0,307200,0,14,4238,1527,15,19,200,0,0,59,27,5,3,23,17,6
2026-08-02 17:30:48,8.6,71.1,2.0,22.3,114688,462848,1,33,14858,19508,23,32,200,0,0,59,27,5,3,23,17,6
2026-08-02 17:30:53,12.5,71.7,2.0,22.3,32768,409600,2,39,59518,43126,83,98,200,0,0,60,28,6,2,23,17,6
2026-08-02 17:30:58,8.5,71.6,2.0,22.3,16384,163840,1,15,95549,26584,78,97,200,0,0,57,25,5,2,23,17,6
2026-08-02 17:31:03,7.1,71.6,2.0,22.3,0,118784,0,15,20628,8680,19,26,200,0,0,56,24,5,3,23,17,6
2026-08-02 17:31:08,7.1,71.7,2.0,22.3,77824,1331200,7,211,21222,2308,10,20,200,0,0,55,24,5,3,23,17,6
2026-08-02 17:31:13,4.7,71.5,2.0,22.3,81920,450560,4,25,14716,567,7,7,200,0,0,55,24,5,3,23,17,6
2026-08-02 17:31:18,3.7,71.4,2.0,22.3,0,77824,0,14,16884,5012,15,30,200,0,0,55,24,5,3,23,17,6
2026-08-02 17:31:23,13.7,70.4,2.1,22.3,1750016,3694592,30,125,22850,2947,24,27,202,2,0,52,21,5,3,23,17,6
2026-08-02 17:31:28,33.8,78.3,2.1,22.3,444784128,2527232,761,249,273235,203968,332,421,217,17,3,76,37,5,3,23,17,6
2026-08-02 17:31:33,16.4,77.5,2.0,22.3,10818048,1978368,415,202,162478,254991,372,425,205,1,0,51,17,6,4,24,17,6
2026-08-02 17:31:38,8.2,77.3,2.0,22.3,167936,675840,6,42,29542,10563,75,44,205,0,0,71,33,6,4,24,17,6
2026-08-02 17:31:43,5.0,76.6,2.0,22.3,32768,311296,1,24,91883,221024,278,324,205,0,0,48,14,6,4,24,17,6
2026-08-02 17:31:48,14.5,79.6,2.0,22.3,61440,438272,8,50,122405,221071,311,324,219,14,2,62,21,6,4,24,17,6
2026-08-02 17:31:53,33.6,79.4,2.0,22.3,5091840,8437760,187,333,217972,373049,564,613,209,4,0,70,29,7,4,30,17,6
2026-08-02 17:31:58,24.7,85.2,2.0,22.3,84286464,11345920,864,263,38698,20596,36,46,209,0,0,70,29,7,4,30,17,6
2026-08-02 17:32:03,23.9,88.9,4.2,22.3,21807616,168402944,414,261,98904,178681,258,270,208,0,0,70,29,7,4,30,17,6
2026-08-02 17:32:08,16.9,88.5,4.2,22.3,7390720,45850624,165,612,142888,191521,293,332,210,2,0,98,49,7,3,36,17,6
2026-08-02 17:32:13,9.7,87.9,4.2,22.3,475136,991232,13,140,126610,216269,316,366,210,0,0,91,46,7,2,36,17,6
2026-08-02 17:32:19,11.1,85.9,4.1,22.3,1396736,884736,48,141,6927,11214,11,32,209,0,0,91,46,7,2,36,17,6
2026-08-02 17:32:24,9.0,85.6,4.1,22.3,266240,1343488,9,163,75,86,1,1,209,0,0,91,46,7,2,36,17,6
2026-08-02 17:32:29,8.4,83.7,4.1,22.3,860160,1241088,35,71,11547,657,7,8,209,0,0,88,44,6,2,36,17,6
2026-08-02 17:32:34,8.8,83.7,4.1,22.3,359424,16524800,20,74,16372,3707,14,19,209,0,0,88,44,6,2,36,17,6
2026-08-02 17:32:39,7.7,83.6,4.1,22.3,1040384,9756672,37,79,0,74,0,1,209,0,0,88,44,6,2,36,17,6
2026-08-02 17:32:44,10.2,84.3,4.1,22.3,49152,311296,9,22,0,0,0,0,209,0,0,87,44,5,2,36,17,6
2026-08-02 17:32:49,9.7,85.0,4.1,22.3,303104,90112,15,12,0,0,0,0,209,0,0,87,44,5,2,36,17,6
2026-08-02 17:32:54,9.5,84.4,4.1,22.3,24576,172032,3,9,199,268,2,3,209,0,0,85,44,4,1,36,17,6
2026-08-02 17:32:59,8.4,84.7,4.1,22.3,307200,323584,16,31,10203,14358,31,34,209,0,0,88,47,4,1,36,17,6
2026-08-02 17:33:04,11.1,86.2,4.1,22.3,118784,339968,4,43,17701,7799,26,33,209,0,0,86,46,4,0,36,17,6
2026-08-02 17:33:09,7.5,86.0,4.1,22.3,212992,274432,12,23,280,1134,3,4,209,0,0,86,46,4,0,36,17,6
2026-08-02 17:33:14,5.3,85.8,4.1,22.3,827392,126976,20,9,6506,6916,12,16,209,0,0,87,47,4,0,36,17,6
2026-08-02 17:33:19,17.7,89.6,4.0,22.3,37669888,9867264,1086,75,8356,2928,21,23,209,0,0,86,45,4,0,36,17,6
2026-08-02 17:33:24,18.2,88.6,3.9,22.3,120537600,17543168,1738,1016,7405,8278,11,16,209,0,0,85,45,4,0,36,17,6
2026-08-02 17:33:29,16.4,88.1,3.9,22.3,108722688,6651904,2053,337,6849,953,7,12,208,0,0,81,42,3,0,36,17,6
2026-08-02 17:33:34,12.1,86.5,5.0,22.3,250658304,87506944,3582,513,13768,6586,17,19,208,0,0,80,43,1,0,36,17,6
2026-08-02 17:33:39,18.4,87.2,5.0,22.3,46575616,2101248,1455,223,32684,1367,8,21,208,0,0,80,43,1,0,36,17,6
2026-08-02 17:33:44,15.3,86.6,5.0,22.3,381177856,1720320,4136,148,16262,14591,24,28,208,0,0,82,45,1,0,36,17,6
2026-08-02 17:33:49,13.1,88.5,5.4,22.3,419283968,40869888,1883,582,6407,10807,12,18,208,0,0,82,45,1,0,36,17,6
2026-08-02 17:33:54,21.7,93.3,5.1,22.3,306934784,258048,5968,18,21746,1295,11,17,209,1,0,85,47,1,0,37,17,6
2026-08-02 17:33:59,21.7,88.9,6.2,22.3,4096000,81485824,102,112,44130,1185,7,19,209,0,0,84,44,2,1,37,17,6
2026-08-02 17:34:04,16.6,86.9,6.2,22.3,5742592,512000,141,55,29847,36953,71,76,209,0,0,87,47,2,1,37,17,6
2026-08-02 17:34:09,15.4,79.3,6.2,22.3,18118144,454656,480,57,6949,1226,7,8,209,0,0,86,46,2,1,37,17,6
